"STRUCTURE","STRUCTURE_ID","ACTION","FREQ","REF_AREA","INDICATOR","SEX","AGE","URBANISATION","UNIT_MEASURE","COMP_BREAKDOWN_1","COMP_BREAKDOWN_2","COMP_BREAKDOWN_3","TIME_PERIOD","OBS_VALUE","AGG_METHOD","UNIT_TYPE","DECIMALS","DATABASE_ID","TIME_FORMAT","UNIT_MULT","OBS_STATUS","OBS_CONF","FREQ_LABEL","REF_AREA_LABEL","INDICATOR_LABEL","SEX_LABEL","AGE_LABEL","URBANISATION_LABEL","UNIT_MEASURE_LABEL","COMP_BREAKDOWN_1_LABEL","COMP_BREAKDOWN_2_LABEL","COMP_BREAKDOWN_3_LABEL","AGG_METHOD_LABEL","UNIT_TYPE_LABEL","DECIMALS_LABEL","DATABASE_ID_LABEL","TIME_FORMAT_LABEL","UNIT_MULT_LABEL","OBS_STATUS_LABEL","OBS_CONF_LABEL"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2004","","W_AVG","IX","2","UN_SDG","602","0","O","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Missing value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2005","","W_AVG","IX","2","UN_SDG","602","0","O","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Missing value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2006","","W_AVG","IX","2","UN_SDG","602","0","O","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Missing value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2007","","W_AVG","IX","2","UN_SDG","602","0","O","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Missing value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2008","","W_AVG","IX","2","UN_SDG","602","0","O","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Missing value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2009","","W_AVG","IX","2","UN_SDG","602","0","O","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Missing value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2010","","W_AVG","IX","2","UN_SDG","602","0","O","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Missing value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2011","","W_AVG","IX","2","UN_SDG","602","0","O","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Missing value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2012","","W_AVG","IX","2","UN_SDG","602","0","O","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Missing value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2013","0.03","W_AVG","IX","2","UN_SDG","602","0","A","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2014","0.0","W_AVG","IX","2","UN_SDG","602","0","A","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2015","0.05","W_AVG","IX","2","UN_SDG","602","0","A","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2016","0.03","W_AVG","IX","2","UN_SDG","602","0","A","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2017","0.04","W_AVG","IX","2","UN_SDG","602","0","A","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2018","0.03","W_AVG","IX","2","UN_SDG","602","0","A","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2019","0.03","W_AVG","IX","2","UN_SDG","602","0","A","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2020","0.04","W_AVG","IX","2","UN_SDG","602","0","A","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","SLE","UN_SDG_AG_PRD_ORTIND","_Z","_T","_T","IX","_Z","_Z","_Z","2021","0.04","W_AVG","IX","2","UN_SDG","602","0","A","PU","Annual","Sierra Leone","2.a.1 The agriculture orientation index for government expenditures","Not applicable","All age ranges or no breakdown by age","Total","Index","Not Applicable","Not Applicable","Not Applicable","Weighted Average","Index","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
